id,customer_id,product_id,delivery_country
494,2095,211,Vietnam
495,661,548,Denmark
495,661,159,Israel
495,661,515,Israel
495,661,993,Israel
495,661,918,Israel
495,661,584,Israel
495,661,197,Israel
496,1950,704,Japan
497,973,502,South Korea
497,973,440,Poland
498,595,771,Oman
498,595,855,Oman
499,596,56,Egypt
499,596,38,Bahrain
500,1914,449,China
500,1914,640,China
500,1914,259,China
500,1914,130,China
500,1914,798,China
503,17,214,Canada
503,17,471,Moldova
503,17,432,Canada
504,849,704,India
504,849,829,India
504,849,764,India
504,849,594,India
505,1796,488,Madagascar
505,1796,439,Madagascar
506,1907,34,Denmark
506,1907,753,China
507,1050,367,USA
507,1050,818,USA
508,1601,152,Slovenia
509,1784,820,Cameroon
510,943,383,Japan
511,459,900,Russia
512,1313,247,Italy
512,1313,358,Italy
513,162,317,Spain
513,162,527,Spain
514,1922,717,Slovenia
514,1922,949,China
514,1922,742,China
514,1922,40,China
517,153,79,Spain
517,153,240,Germany
517,153,357,Egypt
518,851,319,China
518,851,570,Iceland
518,851,931,China
518,851,140,Malawi
519,553,713,United Arab Emirates
519,553,351,United Arab Emirates
520,1447,499,Serbia
520,1447,924,Serbia
520,1447,552,Serbia
521,1542,935,Russia
521,1542,115,Russia
521,1542,103,Russia
522,160,849,Spain
522,160,865,Spain
522,160,455,Spain
522,160,605,Spain
523,587,373,Oman
524,737,577,Ghana
524,737,91,Ghana
525,886,1,China
525,886,828,Jordan
525,886,697,China
525,886,92,China
526,470,77,Russia
526,470,763,Estonia
528,1222,475,Spain
528,1222,82,Spain
529,1067,683,Canada
529,1067,863,Canada
530,587,584,Oman
530,587,445,Oman
530,587,824,Oman
530,587,449,Oman
531,1444,784,Sweden
531,1444,987,Croatia
532,1343,584,Italy
533,365,227,Hungry
533,365,207,Ivory Coast
534,851,50,China
534,851,522,Egypt
534,851,173,China
535,1460,39,Sweden
536,428,985,Sweden
536,428,986,Sweden
537,258,764,Italy
538,1907,936,China
538,1907,36,China
539,516,268,Qatar
539,516,702,Jordan
541,1939,617,China
541,1939,601,China
541,1939,486,China
541,1939,28,China
542,400,80,Sweden
542,400,405,Sweden
543,301,377,Germany
543,301,499,Germany
545,73,734,UK
545,73,771,UK
546,1051,82,Canada
546,1051,508,Canada
547,1542,153,Russia
548,1893,411,India
548,1893,228,Mexico
550,933,361,Japan
550,933,447,Japan
551,1871,583,India
552,153,198,Spain
554,1780,770,Zimbabwe
554,1780,213,Zimbabwe
556,320,674,Germany
556,320,272,Germany
557,1278,401,Mexico
557,1278,471,Mexico
558,1903,570,China
558,1903,611,China
558,1903,620,Tunisia
558,1903,758,China
559,1540,133,Russia
559,1540,551,Russia
560,1426,761,Ukraine
560,1426,991,Ukraine
561,73,530,UK
562,6,916,Ukraine
562,6,11,USA
562,6,643,USA
563,580,523,Bahrain
564,1782,760,Djibouti
565,1535,466,Russia
565,1535,134,Russia
565,1535,643,Russia
566,1174,608,France
567,1946,989,China
567,1946,249,China
568,371,434,Czech Republic
569,576,893,Germany
569,576,430,Oman
570,1380,150,Canada
571,1336,845,Italy
571,1336,872,Italy
571,1336,40,Russia
572,1694,926,Egypt
572,1694,583,Egypt
572,1694,898,Egypt
572,1694,476,Egypt
572,1694,750,Egypt
573,327,262,Germany
573,327,786,Germany
573,327,382,Poland
574,1421,793,Georgia
574,1421,353,Georgia
574,1421,963,Georgia
575,1858,298,Rwanda
575,1858,231,Montenegro
575,1858,17,India
575,1858,680,India
575,1858,865,India
576,1365,871,Lebanon
577,859,78,China
577,859,32,Guinea
578,706,432,Djibouti
578,706,849,Senegal
579,725,957,South Africa
579,725,931,South Africa
579,725,824,South Africa
580,1425,710,Belarus
580,1425,564,Belarus
580,1425,333,Belarus
581,1353,201,Germany
581,1353,503,Germany
581,1353,784,Germany
582,22,478,Nigeria
583,41,231,Canada
583,41,963,Canada
583,41,514,Canada
584,73,834,UK
586,1460,17,Sweden
586,1460,784,Sweden
586,1460,548,Albania
587,1406,268,Hungry
587,1406,458,Kenya
587,1406,521,Hungry
588,730,701,Eritrea
588,730,104,Austria
588,730,742,Cameroon
588,730,502,Macedonia
589,1553,457,Moldova
589,1553,836,Turkey
589,1553,520,Turkey
590,707,747,Gabon
590,707,937,Gabon
590,707,536,Cameroon
592,1912,678,Zimbabwe
592,1912,762,Israel
593,710,839,South Korea
593,710,701,Mauritius
593,710,825,Mauritius
594,1885,934,Egypt
594,1885,313,India
595,672,165,Israel
595,672,950,Israel
596,610,343,Egypt
597,1946,624,Ivory Coast
598,1877,462,India
598,1877,891,China
599,1380,194,Germany
599,1380,265,Germany
600,861,611,China
600,861,813,China
601,660,32,Israel
602,724,828,Rwanda
602,724,372,Mali
602,724,586,Mali
603,962,478,South Korea
604,516,259,Turkey
604,516,777,Turkey
605,1176,591,Montenegro
605,1176,628,France
606,2027,846,South Korea
608,22,338,USA
608,22,866,USA
608,22,525,Poland
608,22,951,USA
609,1069,96,Lesotho
611,1425,712,Belarus
611,1425,91,Belarus
612,726,596,Benin
612,726,522,Norway
612,726,815,Benin
613,266,853,Japan
613,266,910,Niger
613,266,711,Italy
613,266,286,Italy
613,266,135,Italy
613,266,455,Italy
614,1673,753,Egypt
614,1673,612,Egypt
617,706,368,Djibouti
617,706,371,Djibouti
618,1416,300,Slovakia
618,1416,521,Slovakia
618,1416,160,Slovakia
619,906,470,Japan
619,906,663,Ivory Coast
619,906,284,Japan
621,1419,203,Slovenia
622,6,399,USA
622,6,840,USA
622,6,794,USA
622,6,858,Tunisia
622,6,363,USA
622,6,707,USA
623,1190,485,France
623,1190,254,France
624,1370,882,Germany
626,921,899,Japan
626,921,243,Japan
627,417,585,Iceland
628,1863,448,Mauritius
629,726,341,Belarus
631,555,770,Lebanon
631,555,420,Malawi
631,555,191,Lebanon
631,555,620,Norway
632,522,585,Turkey
633,194,590,China
633,194,671,Spain
633,194,193,Spain
633,194,490,Spain
633,194,975,Spain
634,1395,269,Germany
634,1395,210,Germany
634,1395,28,Germany
635,376,515,Belarus
636,933,400,Japan
636,933,914,Japan
637,1465,840,Finland
637,1465,630,Yemen
637,1465,218,Burundi
638,305,693,Germany
640,742,325,Moxambique
640,742,312,Moxambique
641,1067,606,Canada
642,1473,496,Norway
642,1473,868,Poland
642,1473,952,Norway
642,1473,624,Norway
643,153,858,Spain
643,153,878,Spain
644,1222,18,Spain
645,1570,588,Turkey
645,1570,555,Turkey
645,1570,96,Turkey
646,1116,915,UK
646,1116,452,UK
646,1116,586,UK
649,1062,615,Canada
650,1990,481,Japan
650,1990,103,Japan
650,1990,442,Japan
651,1394,540,Germany
651,1394,408,Germany
651,1394,372,Germany
651,1394,881,Germany
652,276,429,Italy
653,201,727,Mexico
654,525,405,Turkey
656,1553,536,Turkey
656,1553,866,Turkey
658,1952,372,Japan
658,1952,929,Kenya
658,1952,235,Japan
659,224,51,Mexico
659,224,974,Mexico
659,224,656,Mexico
659,224,715,Mexico
660,715,343,Botswana
660,715,154,Botswana
661,1313,833,Italy
661,1313,740,Italy
662,1436,556,Rwanda
663,522,155,Turkey
664,391,722,Finland
664,391,571,Djibouti
665,1535,208,Russia
665,1535,216,United Arab Emirates
667,141,253,France
667,141,602,France
667,141,279,Cameroon
667,141,298,France
668,350,455,Hungry
668,350,145,Hungry
669,1472,673,Denmark
669,1472,845,Denmark
669,1472,967,Denmark
669,1472,584,Denmark
669,1472,662,Denmark
670,433,375,Iceland
670,433,97,Iceland
670,433,467,Iceland
672,197,781,Austria
672,197,762,Spain
673,1473,976,Norway
675,665,799,Israel
675,665,263,Djibouti
675,665,621,Israel
675,665,647,Israel
675,665,526,Israel
675,665,556,Israel
676,1861,792,India
676,1861,964,Sweden
676,1861,56,India
676,1861,707,India
676,1861,389,India
677,1797,492,Algeria
677,1797,936,Algeria
677,1797,728,Algeria
678,1761,443,Algeria
678,1761,130,Algeria
679,1797,280,Algeria
680,851,14,Angola
681,1497,198,Iceland
681,1497,953,Iceland
682,1784,591,Cameroon
683,469,818,Russia
684,1083,849,Canada
684,1083,899,Canada
685,422,5,Sweden
685,422,393,Sweden
685,422,726,Sweden
685,422,376,Sweden
686,1645,854,Iraq
687,2008,556,South Korea
687,2008,747,South Korea
688,1653,53,Egypt
688,1653,62,Egypt
690,2084,175,Vietnam
690,2084,908,Russia
691,466,685,Russia
691,466,911,Germany
691,466,601,Russia
691,466,154,Russia
692,1445,464,Latvia
692,1445,837,Estonia
692,1445,481,Latvia
693,340,874,Belarus
693,340,580,Burundi
693,340,393,Germany
693,340,850,Germany
694,1194,193,Serbia
694,1194,942,France
694,1194,552,France
695,835,260,Israel
696,1879,927,India
697,18,602,USA
697,18,885,USA
697,18,633,USA
699,858,230,Slovakia
699,858,65,China
699,858,125,China
699,858,558,China
699,858,318,China
700,1193,23,France
700,1193,652,Austria
700,1193,255,France
701,349,873,Algeria
701,349,313,Germany
701,349,755,Germany
701,349,473,Germany
701,349,531,Germany
701,349,962,Germany
702,1616,879,Saudi Arabia
703,1069,360,Lebanon
704,376,307,Belarus
706,1940,16,China
706,1940,661,China
706,1940,743,Zimbabwe
707,2030,112,Bahrain
707,2030,799,South Korea
707,2030,680,South Korea
707,2030,230,South Korea
707,2030,318,Burkina Faso
708,742,491,Moxambique
709,1378,977,Germany
710,726,303,Benin
710,726,743,Benin
711,458,650,Russia
712,1765,659,Algeria
713,1625,238,Oman
713,1625,193,Oman
714,233,94,Mexico
714,233,780,Kenya
714,233,600,Mexico
715,194,118,Spain
715,194,505,Spain
715,194,621,Spain
715,194,358,Moxambique
716,1608,155,Jordan
717,1435,654,Lithuania
717,1435,95,Lithuania
719,1457,652,Iceland
719,1457,812,Iceland
719,1457,404,Senegal
720,1540,44,Russia
721,1898,651,India
721,1898,136,India
722,1914,797,Azerbaijan
722,1914,292,China
723,1164,891,France
723,1164,123,France
724,1442,957,Albania
724,1442,628,Albania
725,1793,407,Tunisia
726,716,725,South Africa
726,716,308,South Africa
727,1448,947,Lithuania
727,1448,297,Lithuania
727,1448,157,Lithuania
728,46,352,Canada
729,858,428,Estonia
729,858,144,China
730,1372,62,Germany
730,1372,469,Germany
730,1372,70,Germany
731,1094,663,USA
732,1952,769,Denmark
733,588,282,Kuwait
733,588,115,Kuwait
734,2004,743,South Korea
734,2004,761,South Korea
734,2004,905,Finland
735,1940,476,China
735,1940,972,Cameroon
735,1940,44,China
735,1940,113,China
736,1870,381,Mauritius
736,1870,873,Estonia
736,1870,110,Niger
738,1768,144,Gabon
738,1768,185,Gabon
741,1069,837,USA
742,1223,31,Spain
742,1223,66,Spain
743,1457,979,Iceland
743,1457,208,Iceland
744,1477,360,Egypt
745,1870,264,India
745,1870,948,India
745,1870,759,India
746,382,232,Estonia
746,382,388,Chad
746,382,453,Togo
746,382,932,Mali
746,382,737,Estonia
748,1883,870,India
748,1883,845,India
749,1858,622,Germany
749,1858,644,India
749,1858,481,Montenegro
750,305,728,Germany
751,1434,701,Latvia
751,1434,145,Azerbaijan
752,1658,191,Egypt
752,1658,565,Egypt
753,125,336,Lebanon
753,125,126,France
753,125,31,France
754,1653,589,Egypt
754,1653,936,Egypt
754,1653,732,Egypt
755,335,429,Cameroon
756,730,117,Cameroon
756,730,437,Cameroon
756,730,471,Cameroon
756,730,805,Cameroon
756,730,289,Cameroon
757,470,849,Russia
758,1791,154,Moxambique
759,1937,967,China
760,446,728,Latvia
761,197,316,Albania
763,1207,614,Spain
768,1069,760,Canada
768,1069,149,Sweden
768,1069,792,Tunisia
768,1069,925,USA
768,1069,183,USA
769,997,839,Mauritius
769,997,888,South Korea
770,1765,889,Algeria
770,1765,653,Algeria
770,1765,644,Algeria
770,1765,762,Algeria
770,1765,327,India
771,415,125,Norway
771,415,604,Norway
773,1436,535,Austria
773,1436,839,Lesotho
773,1436,457,Macedonia
773,1436,995,Macedonia
774,1361,989,Germany
775,886,765,China
776,1068,539,Canada
776,1068,411,Canada
778,1181,200,France
778,1181,293,Iraq
779,988,935,South Korea
781,2010,86,South Korea
781,2010,554,South Korea
781,2010,640,South Korea
782,1208,239,Spain
783,1289,824,Mexico
783,1289,505,Mexico
783,1289,816,Mexico
784,1575,757,Turkey
785,836,828,India
785,836,171,India
786,2080,570,Vietnam
786,2080,121,Vietnam
786,2080,689,Vietnam
786,2080,839,Vietnam
787,1064,950,USA
787,1064,542,USA
788,458,19,Russia
788,458,208,Russia
788,458,53,Russia
788,458,35,Ethiopia
788,458,674,Senegal
789,725,110,South Africa
789,725,440,South Africa
789,725,324,South Africa
789,725,943,South Africa
789,725,571,Nigeria
789,725,372,South Africa
790,1447,860,Serbia
790,1447,436,South Korea
790,1447,426,Serbia
790,1447,108,Serbia
791,1228,804,Spain
792,665,348,Finland
793,452,29,Russia
795,1437,704,Slovakia
797,1785,530,Algeria
797,1785,198,Algeria
798,973,516,South Korea
799,610,411,Egypt
799,610,713,Egypt
799,610,21,Egypt
799,610,599,United Arab Emirates
801,1372,672,Chad
801,1372,426,Germany
802,327,202,Slovenia
802,327,556,Germany
802,327,351,Belarus
803,962,225,South Korea
803,962,848,South Korea
804,335,17,Germany
804,335,995,Germany
804,335,945,Bosnia
804,335,466,Germany
805,1183,779,France
806,1509,172,Russia
806,1509,685,Russia
806,1509,417,Algeria
807,1889,57,India
807,1889,267,India
807,1889,224,India
808,576,830,Oman
808,576,287,Slovenia
809,1645,502,Iraq
809,1645,566,Iraq
809,1645,226,Iraq
809,1645,13,Iraq
809,1645,64,Iraq
810,1914,550,China
811,1959,303,Japan
811,1959,239,Lesotho
811,1959,629,Japan
811,1959,707,Turkey
812,438,801,Senegal
812,438,497,Denmark
813,1908,312,China
813,1908,202,Macedonia
813,1908,763,China
813,1908,642,China
814,861,333,China
814,861,14,China
817,813,140,India
817,813,248,Eritrea
818,10,778,Canada
818,10,60,Canada
819,347,353,Germany
819,347,122,United Arab Emirates
819,347,975,Germany
820,1073,556,Vietnam
821,417,291,Iceland
821,417,36,Iceland
823,1473,676,Norway
823,1473,545,Norway
823,1473,769,Norway
824,1304,917,Italy
824,1304,258,Italy
825,1520,258,Russia
825,1520,157,Russia
826,1908,194,Burkina Faso
826,1908,935,China
826,1908,910,China
828,728,373,Tunisia
828,728,23,Tunisia
828,728,59,Tunisia
829,1445,789,Latvia
830,387,360,Macedonia
830,387,810,South Korea
830,387,446,Macedonia
831,1625,124,Israel
832,153,149,Spain
832,153,897,Spain
832,153,266,Spain
833,1741,392,Austria
833,1741,71,Israel
833,1741,287,Israel
834,301,707,Germany
834,301,391,Germany
835,1474,45,Finland
835,1474,994,Finland
835,1474,253,Finland
836,1176,569,France
836,1176,18,France
836,1176,531,France
836,1176,716,France
836,1176,484,France
837,1959,132,Finland
837,1959,260,Mauritius
837,1959,390,Japan
837,1959,519,Japan
838,1994,97,Japan
839,1591,392,UK
839,1591,314,Turkey
839,1591,764,China
839,1591,995,Turkey
839,1591,833,Turkey
840,737,689,Egypt
840,737,413,Ghana
841,1326,550,Italy
841,1326,941,Italy
842,1053,894,USA
844,32,931,Canada
844,32,346,Canada
844,32,604,Canada
845,329,588,Germany
845,329,422,Germany
845,329,641,Moxambique
845,329,811,Tanzania
846,188,682,Spain
846,188,841,Spain
847,710,174,Mauritius
848,2039,314,South Korea
849,571,420,Kuwait
850,1780,98,Zimbabwe
850,1780,807,Canada
850,1780,830,Zimbabwe
851,1455,860,Denmark
851,1455,832,Denmark
851,1455,212,Denmark
852,1973,38,Czech Republic
852,1973,428,Japan
852,1973,472,Japan
852,1973,285,Mexico
853,1876,901,India
853,1876,735,India
853,1876,844,India
853,1876,481,Mali
854,1194,829,France
854,1194,13,France
854,1194,141,France
855,1575,354,Turkey
856,1643,146,Lesotho
856,1643,758,United Arab Emirates
857,1531,357,Russia
857,1531,102,Russia
857,1531,599,Russia
857,1531,787,Russia
858,1863,143,India
858,1863,994,India
860,1070,78,USA
862,1774,282,Burkina Faso
863,1223,102,Spain
863,1223,929,Spain
863,1223,376,Spain
863,1223,585,Spain
865,722,648,Burundi
865,722,307,Burundi
866,1372,812,Germany
866,1372,185,Uganda
866,1372,229,Germany
867,1962,52,Namibia
867,1962,633,Jordan
867,1962,387,Kenya
867,1962,368,Japan
867,1962,997,Japan
868,53,359,UK
869,701,359,Angola
869,701,850,Angola
869,701,499,Angola
870,2039,644,South Korea
871,1531,311,Russia
871,1531,358,Russia
872,1626,300,United Arab Emirates
873,1616,141,Saudi Arabia
873,1616,376,Saudi Arabia
875,162,29,Spain
876,805,93,India
877,1920,905,Georgia
877,1920,396,China
877,1920,441,China
877,1920,410,Latvia
880,1372,985,Germany
880,1372,293,Sweden
880,1372,588,India
880,1372,26,Benin
881,1616,186,Saudi Arabia
883,306,297,Serbia
883,306,453,Norway
883,306,166,Germany
885,1228,285,Spain
886,1946,670,Ghana
886,1946,128,China
887,1764,333,Nigeria
887,1764,993,Nigeria
888,742,361,Moxambique
888,742,552,Moxambique
889,173,465,Burkina Faso
889,173,504,Spain
889,173,78,Spain
890,722,919,Burundi
890,722,544,Burundi
890,722,835,Burundi
890,722,368,Burundi
891,442,708,Denmark
891,442,151,Denmark
891,442,769,Denmark
892,1977,883,Malawi
892,1977,606,Japan
893,1980,39,Japan
893,1980,238,USA
893,1980,331,Japan
893,1980,191,Japan
894,206,220,Mexico
894,206,939,Mexico
896,1870,973,India
896,1870,781,India
896,1870,890,India
897,985,742,South Korea
897,985,897,South Korea
898,1928,563,Germany
898,1928,151,China
898,1928,198,China
898,1928,459,China
899,728,815,Tunisia
899,728,922,Tunisia
899,728,949,Tunisia
900,730,623,Cameroon
900,730,593,Cameroon
900,730,439,Cameroon
900,730,198,Norway
902,255,48,Sweden
903,1067,228,Canada
903,1067,556,Canada
907,894,892,China
908,173,186,Spain
908,173,378,Spain
908,173,842,Spain
908,173,485,Spain
909,1527,52,Kuwait
909,1527,753,Russia
909,1527,854,Russia
909,1527,170,Zimbabwe
909,1527,229,Russia
910,425,752,Norway
910,425,417,Norway
910,425,16,Norway
911,1199,758,Lithuania
912,1792,195,Guinea
917,442,980,Denmark
917,442,567,Denmark
917,442,240,Denmark
919,610,407,Egypt
919,610,711,Egypt
919,610,250,Egypt
919,610,697,Egypt
919,610,133,Egypt
920,889,22,China
921,258,575,Italy
921,258,423,Italy
921,258,844,Italy
922,1520,433,Russia
922,1520,606,Russia
923,1008,877,Vietnam
923,1008,18,Ukraine
923,1008,469,Vietnam
925,1276,145,Mexico
925,1276,634,Mexico
925,1276,66,France
925,1276,866,Mexico
925,1276,992,Mexico
926,1900,371,China
926,1900,952,China
927,1384,702,Eritrea
928,1265,48,Mexico
928,1265,440,Mexico
928,1265,480,Cameroon
928,1265,587,Mexico
929,858,684,China
929,858,539,USA
930,703,759,Zimbabwe
930,703,522,Zimbabwe
931,22,815,USA
931,22,955,USA
931,22,590,USA
933,588,667,Kuwait
935,1769,603,Namibia
935,1769,539,Namibia
936,1220,621,Spain
936,1220,990,Spain
937,329,905,Finland
937,329,73,Eritrea
938,907,502,Japan
938,907,892,Algeria
939,1380,184,Oman
940,1795,2,Eritrea
940,1795,727,Eritrea
941,1784,58,Cameroon
941,1784,958,Zimbabwe
941,1784,779,Cameroon
942,41,775,Canada
942,41,153,Canada
943,1936,496,China
944,1885,325,India
945,1278,201,Mexico
946,2082,678,Vietnam
947,1658,702,Egypt
948,258,721,Italy
949,1,431,Canada
949,1,592,Canada
950,1662,695,Vietnam
950,1662,720,Egypt
950,1662,143,Egypt
950,1662,587,Sierra Leon
951,1442,614,Albania
952,1959,117,Japan
953,257,929,Italy
953,257,257,Italy
956,2084,796,Sierra Leon
957,748,381,South Africa
957,748,621,South Africa
957,748,829,South Africa
958,1418,625,Georgia
958,1418,95,France
958,1418,613,Georgia
959,1368,913,Tanzania
960,1575,41,Turkey
961,1769,326,Moldova
961,1769,799,Namibia
961,1769,548,Namibia
962,1388,764,Germany
963,736,188,Algeria
963,736,610,Malawi
963,736,359,Malawi
963,736,500,Malawi
963,736,31,Malawi
964,1194,383,Cameroon
964,1194,647,France
966,1483,546,Finland
966,1483,36,Finland
967,748,944,South Africa
967,748,152,South Africa
967,748,938,China
968,1772,177,Tanzania
968,1772,541,Albania
969,727,806,Uganda
969,727,83,Uganda
970,1386,455,Germany
970,1386,475,Turkey
970,1386,114,Germany
970,1386,775,Germany
970,1386,546,Germany
971,1122,307,UK
971,1122,3,UK
972,1866,446,India
972,1866,631,India
972,1866,268,India
972,1866,237,Italy
974,68,711,UK
974,68,534,UK
974,68,222,UK
975,1637,850,Oman
976,1070,11,USA
976,1070,55,UK
976,1070,716,USA
976,1070,817,USA
977,5,523,USA
979,1938,755,China
979,1938,141,Nigeria
979,1938,173,Sweden
980,1936,347,China
980,1936,222,China
981,1628,307,Japan
982,1068,698,Canada
982,1068,218,Canada
982,1068,578,Canada
982,1068,769,Slovenia
983,1366,224,Germany
983,1366,223,Germany
983,1366,890,Germany
983,1366,126,Germany
983,1366,365,Qatar
983,1366,114,Germany
984,851,580,Finland
985,1929,586,China
986,967,322,South Korea
986,967,891,Zimbabwe
987,1871,836,India
988,724,660,Mali
989,1064,505,USA
989,1064,712,USA
989,1064,362,Iceland
990,1922,583,China
990,1922,427,China
990,1922,14,China
990,1922,541,China
991,376,70,Cameroon
991,376,295,Belarus
991,376,261,Belarus
992,703,329,Zimbabwe
992,703,117,Zimbabwe
993,1863,810,India
993,1863,329,Czech Republic
994,1380,250,Germany
994,1380,286,Germany
994,1380,12,Germany
994,1380,701,Germany
995,721,533,Mali
996,1475,573,Sweden
996,1475,388,Sweden
997,1866,735,India
997,1866,173,Serbia
997,1866,990,India
998,1431,830,Hungry
999,1062,515,Czech Republic
